backtest_id,daily_intelligence_id,run_date,period,discovery_source,source_publication,signal_type,category,trigger_entity,headline,article_summary,original_score,original_rationale,original_action,sentiment_tag,expected_tier,label_reason,revised_score,revised_rationale,pass
BT141,4a7d9940-9b1a-4aaf-8309-581fc689af6c,2026-09-07,P4_aug28_sep8,serper,Fact.MR,Supply Chain,suppliers,Lubrizol,Wetting agent dispersants market forecast highlights Lubrizol polymeric dispersants,"Fact.MR forecasts the wetting agent dispersants market to grow from USD 3.5 billion in 2026 to USD 6.2 billion by 2036 (5.8% CAGR). The report cites Lubrizol’s aqueous polymeric dispersants as supporting higher solids loading, lower viscosity, smaller particle size, and improved milling efficiency for waterborne and lower-VOC coating and ink formulations.",5.0,Market growth and Lubrizol capability cited for aqueous polymeric dispersants.,Monitor,Positive,suppress,Market-report boilerplate,3,"Forecast-only content; no capacity, pricing, or counterparty event.",True
BT142,5e9e4473-a3d6-42d8-9e7b-62c032ee646c,2026-09-07,P4_aug28_sep8,serper,Jonesboro Sun,Macro,macro_construction,macro_construction,Jonesboro building permits list includes new commercial project,"The article lists building permits issued by the City of Jonesboro from Aug. 28 through Thursday, including owner/contractor, construction type, and estimated cost. One entry cited is Bailey Contractors for a new commercial building estimated at $2 million.",3.0,Local permit listing; no direct plastics/materials or Americhem customer linkage.,Monitor,Neutral,unlabeled,,2,Building permits only; no direct materials or chemical supply-chain details.,
BT143,2663a3f5-dce8-4424-bf04-34e0379182ae,2026-09-07,P4_aug28_sep8,serper,PressReleaseFinder,Other,competitors,Kraiburg TPE,Westfalia Fruit outlines Asia avocado growth strategy,"Westfalia Fruit Group describes a strategy to drive the next phase of avocado growth in Asia through consumer insights across the value chain. The company highlights market differences across China, Japan, South Korea, and India and emphasizes research, ripening, convenience products, and category support.",3.0,"No Kraiburg TPE, plastics, or chemical supply-chain linkage.",No action,Neutral,unlabeled,,1,No plastics/chemicals event; Kraiburg TPE not involved.,
BT144,258351dc-8242-4d08-904a-8fb590442f9b,2026-09-08,P4_aug28_sep8,serper,Asia Business Daily (Asiae),Customer,transportation_automotive,transportation_automotive,"Samyang’s Si-PC automotive materials hit 10,000 tons sales","Samyang Corporation said Taejin Ahn received a Prime Minister’s Commendation for developing siloxane-based polycarbonate (Si-PC) automotive interior materials and high-transmittance PC for daytime running lights. The company reported cumulative Si-PC sales of 10,000 tons and revenue over KRW 50 billion, plus U.S. AMECA certification for the daytime running light material.",5.0,Automotive PC material sales and U.S. certification indicate market pull.,Monitor,Positive,surface,Competitor volume milestone in auto materials,6,"Newly certified, high-volume Si-PC automotive materials indicate material qualification momentum.",True
BT145,6260e16f-ce89-433f-97dd-a5bc155a2610,2026-09-08,P4_aug28_sep8,serper,Simply Wall St,Competitive,competitors,Mitsubishi Chemical,Mitsubishi Chemical Group expands quantum-EUV lithography collaboration,"Xanadu Quantum Technologies announced a next phase of its collaboration with Mitsubishi Chemical Group to build quantum computing workflows for EUV lithography. The project is supported by Canada’s NRC IRAP and Japan’s SIP programs, aiming to feed quantum-derived parameters into Mitsubishi Chemical Group’s multi-scale lithography models to predict blur.",5.0,Direct competitor technology collaboration for EUV lithography materials.,Monitor,Neutral,suppress,Off-segment semiconductor tech,4,"Thin, technology-focused collaboration; no direct materials or commercial change stated.",True
BT146,f7e54239-93be-4c2f-aee8-223088a09fc1,2026-09-08,P4_aug28_sep8,serper,JEC Composites,Customer,customers,Advanced Composites,Cambium launches ApexFrame 5000 high-temperature film adhesive,"Cambium launched ApexFrame 5000, a phthalonitrile-based linerless film adhesive for high-temperature non-structural bonding of polymer films and metal foils. It targets aerospace, space, and defence applications with sustained performance up to 600°F (315°C) and short-term up to 800°F (427°C).",3.0,Aerospace adhesive launch; no explicit Americhem materials or customers mentioned.,Monitor,Neutral,surface,Competitor product launch in composites,6,New aerospace adhesive development with high-temp performance.,True
BT147,28a755b3-ec87-4e2b-8e73-24c41f606ba5,2026-09-08,P4_aug28_sep8,serper,Interplas Insights,Competitive,suppliers,Univar Solutions,Univar Solutions acquires H.M. Royal distributor,"Univar Solutions LLC acquires H.M. Royal, a 101-year-old specialty rubber, plastics, and adhesives additives distributor. The deal expands Univar’s Performance Materials business within its Ingredients + Specialities division, extending reach on the East and West coasts and adding technical expertise, customer relationships, and logistics and digital tools.",5.0,Distributor consolidation may affect Americhem’s additive distribution and customer reach.,Monitor,Neutral,surface,Named distributor M&A affecting channel,6,Univar expands distribution reach for specialty additives and plastics.,True
BT148,57857056-44ea-4d8c-993b-17bda5ee2600,2026-09-08,P4_aug28_sep8,serper,Digital Printer Magazine,Competitive,suppliers,Sun Chemical,Sun Chemical to showcase digital inks at Printing United Expo 2026,"Sun Chemical will exhibit at Printing United Expo 2026 in Las Vegas (23–25 September), presenting aqueous pigment, UV, eco-solvent, textile sublimation, and DTF ink solutions. The company will also highlight an HP Indigo-approved primer for labels and its SEPAREL hollow-fibre membrane ink degassing modules.",5.0,Competitor product showcase in printing inks; moderate relevance to specialty additives.,Monitor,Neutral,suppress,"Trade-show attendance, no signal",3,"Trade-show exhibit only; no quantified supply, pricing, or capacity change.",True
BT149,b282a105-20c0-4956-801f-c46d4b264925,2026-09-08,P4_aug28_sep8,serper,electrive,Competitive,suppliers,Lanxess,Lanxess opens German battery lab for LFP materials,Lanxess commissioned a new battery laboratory at its Krefeld-Uerdingen site in Germany to test and further develop LFP battery materials directly in battery cells. The lab focuses on iron oxides and iron phosphate used as raw materials for LFP cathode materials and aims to shorten development cycles with customer collaboration.,5.0,Direct LFP precursor development expansion by a battery-material supplier.,Monitor,Neutral,surface,Named competitor capability build in target segment,6,Capacity/capability build for LFP materials with direct cell testing.,True
BT150,98714dd7-a8f4-4d18-a77b-2ff0bae3e8f0,2026-09-08,P4_aug28_sep8,serper,UKFT,Regulatory,packaging,packaging,UKFT publishes updated packaging and waste regulatory guidance,"UKFT released new and updated regulatory guides for members covering packaging and waste legislation and related compliance topics. The guides include global packaging EPR schemes, the EU Green Transition Directive, EUDR, packaging and packaging waste rules, and UK/EU PPE and CE/UKCA markings.",4.0,Packaging EPR and waste rules guidance; no direct Americhem customer/supplier impact stated.,Monitor,Neutral,unlabeled,,3,"Guidance update; no specific binding change, dates, or obligations stated.",
